Time,FSC.A,FSC.H,SSC.A
103.2,155202.8,95627,254613.1
103.3,94716.2,59072,28761.2
103.5,233315.9,125753,211509.4
103.6,179825.1,95355,233986.7
103.6,198134.8,115773,262143.0
103.7,186696.9,99138,29454.9
103.7,208305.2,121201,32100.1
103.7,204266.4,114888,36269.0
103.9,166862.3,97267,26414.0
104.2,150701.5,83234,18984.2
104.2,139289.3,85329,262143.0
104.2,190002.5,106363,22864.6
104.3,91008.8,45343,243824.7
104.5,194269.9,103295,33098.3
104.7,179190.2,100686,37518.2
104.8,130613.3,75301,40677.6
105.0,162867.9,73875,262143.0
105.1,144963.8,83461,24589.5
105.1,187068.2,104280,35159.8
105.2,123180.7,66585,10351.3
105.2,148654.0,86815,16427.4
105.3,164257.9,93271,200238.8
105.5,147021.4,88984,41259.4
105.5,65964.6,42882,28975.5
105.6,148387.2,81570,262143.0
105.7,53508.8,35876,25014.3
105.7,149295.9,89506,17524.4
105.8,57228.6,30701,27084.2
105.8,172817.6,108056,31244.7
105.8,114351.9,56539,28731.1
105.9,62864.9,32259,18320.6
105.9,226076.0,133088,77809.4
106.0,174890.8,103442,31367.8
106.1,176514.0,102218,29103.3
106.1,224155.6,130631,262143.0
106.1,174170.9,96258,36344.2
106.2,171180.4,100671,18658.1
106.3,182803.9,99095,27814.6
106.3,136855.7,84520,22298.7
106.3,140935.1,82117,262143.0
106.3,185423.9,106825,262143.0
106.4,124162.0,72731,26959.2
106.4,148952.7,90798,25894.2
106.6,169831.7,101350,26365.1
106.6,191217.8,94057,41026.3
106.7,145155.7,94367,84788.9
106.8,170738.1,96427,30286.8
106.9,156333.0,92328,24027.3
106.9,167670.4,93280,23459.6
107.0,140914.8,87795,19967.5
107.1,153419.0,92871,17939.0
107.1,103350.8,60401,199854.3
107.2,156737.1,88201,22872.1
107.2,157946.9,91231,224992.8
107.2,61251.1,33172,13464.6
107.3,146482.4,91116,262143.0
107.3,206597.8,96654,49344.4
107.4,170043.9,94078,47200.2
107.4,117750.4,74376,225908.3
107.5,151881.6,89987,241434.3
107.6,184224.3,95173,27809.9
107.6,74714.6,51042,21160.3
107.6,190532.2,114264,202026.7
107.7,176065.5,105581,24824.5
107.7,138336.9,85948,23462.4
107.8,157063.9,86103,36973.0
107.8,209199.9,113823,204162.4
107.8,161853.1,92667,22110.7
107.8,111689.0,60354,39693.4
107.9,163388.2,92581,19325.5
108.0,161770.4,100517,24710.7
108.0,142233.0,83343,34206.6
108.0,146571.4,91985,228778.1
108.1,189802.9,110331,26875.5
108.2,200919.4,113315,36384.6
108.2,221043.4,120078,262143.0
108.3,224661.8,133800,53073.3
108.5,235190.3,138747,262143.0
108.5,144688.4,87626,23441.7
108.6,76553.9,42506,18797.2
108.7,154592.1,89527,27603.1
108.7,139773.7,82884,17665.4
108.7,207785.0,100256,31189.2
108.8,147124.4,87499,262143.0
108.9,138971.0,75888,27518.5
108.9,125041.8,73907,223800.8
108.9,101602.0,62907,251487.6
109.0,160753.3,93313,262143.0
109.1,186310.8,106907,23656.0
109.3,181293.0,98232,64085.4
109.4,206791.3,116035,111196.4
109.4,148054.9,87176,241035.7
109.4,138165.3,87657,21335.2
109.5,124360.9,78440,238536.3
109.6,144930.2,90416,25459.0
109.7,176943.0,100686,28739.6
109.7,164782.0,99923,44944.2
109.7,166384.1,97919,262143.0
109.9,233050.0,131471,200053.6
109.9,173527.4,88760,32114.2
109.9,169999.4,99421,30106.3
110.0,173377.6,106151,23961.5
110.1,155812.0,89642,36894.1
110.2,157422.7,98970,262143.0
110.2,178637.9,105910,45651.1
110.2,156039.8,90531,33561.8
110.2,150688.2,92853,23119.3
110.3,213983.6,131603,31506.0
110.4,136522.6,82784,27072.0
110.5,166032.4,95489,29854.4
110.5,213093.7,127461,223421.1
110.6,116028.1,71376,24698.5
110.6,124149.5,78154,249990.2
110.7,66614.3,35153,23753.8
110.8,143328.1,80149,262143.0
110.8,186781.1,96594,258579.0
110.9,193014.9,102829,35710.6
111.0,214264.4,113763,262143.0
111.1,166412.2,95192,23078.9
111.3,188660.9,100997,38162.1
111.3,167481.6,99006,26279.6
111.4,208103.2,124356,88412.6
111.5,107058.1,59898,39319.3
111.6,180258.0,108293,20683.8
111.7,153823.8,91987,205133.4
111.7,156673.9,90240,18589.4
111.7,114080.5,68729,25169.4
111.8,176727.7,102949,22407.7
111.8,100118.5,53973,17780.1
111.8,162890.5,93762,23598.7
111.8,154965.7,89135,31247.5
111.9,113422.9,69125,16717.0
111.9,130691.3,78646,22153.0
112.2,198788.5,119656,37679.0
112.3,224768.7,115222,214668.7
112.3,189688.2,112008,39858.8
112.3,78422.0,50600,17801.7
112.3,152476.0,93654,27869.1
112.5,160330.5,95733,31376.3
112.5,176762.0,103634,30343.2
112.6,245001.1,128715,107285.0
112.6,187388.0,102854,29972.8
112.7,182888.2,102445,262143.0
112.8,192669.4,116190,34200.0
112.9,193674.0,103293,262143.0
112.9,181432.7,94491,25346.2
113.0,137085.8,68733,50323.8
113.0,173244.2,96257,31221.2
113.1,161525.5,96747,32313.4
113.1,194817.5,103186,36119.5
113.2,159937.4,82484,28749.0
113.2,204415.4,114854,42905.4
113.2,165912.2,100466,262143.0
113.3,188155.5,102640,41870.4
113.4,69531.5,32218,18809.4
113.4,167827.1,96713,262143.0
113.5,179569.3,109769,42441.0
113.6,134092.1,91486,262143.0
113.7,53604.7,30431,14128.2
113.8,133206.8,84042,199912.6
113.9,155848.7,92484,13965.6
114.2,118303.4,73270,29950.3
114.2,167214.8,92787,33366.2
114.2,136923.5,80174,262001.5
114.3,53421.4,33562,30019.8
114.4,148824.0,93356,20316.2
114.5,137787.8,81831,27503.5
114.5,116628.7,71233,262143.0
114.7,143805.5,89330,15272.2
114.8,131178.1,75893,262143.0
115.1,128459.0,80711,21543.9
115.1,149884.0,88210,24562.2
115.2,181626.1,107561,34783.8
115.2,126065.9,63756,249581.3
115.3,148639.9,95780,185221.4
115.3,171749.0,98039,29623.2
115.3,57780.1,33078,23270.6
115.4,151763.8,94914,20184.6
115.5,110940.2,73042,26432.8
115.5,109057.3,56653,242311.3
115.6,87524.6,53860,19714.6
115.6,180356.3,113127,95841.5
115.7,115359.7,70831,22957.6
115.8,155479.7,95922,20510.8
115.9,231664.7,130344,206961.7
116.0,137751.1,91099,29706.8
116.2,139899.2,89204,26522.1
116.2,51679.7,35397,21285.4
116.3,131644.5,90593,262143.0
116.3,178841.5,109225,26932.9
116.4,47640.8,34653,11212.3
116.4,151149.2,93660,24606.4
116.4,228898.8,124225,133744.1
116.4,232411.1,85969,262143.0
116.4,216568.5,121978,104224.4
116.6,68935.6,47794,30421.2
116.7,106803.1,72107,13023.7
116.7,186178.2,103089,35589.3
116.7,214350.2,128288,94043.2
116.9,145077.7,88595,29594.0
116.9,51278.0,44157,255092.5
116.9,151082.9,103305,75237.6
116.9,122482.6,55580,247478.5
117.1,143569.1,90871,24593.2
117.1,124293.8,83137,21519.4
117.1,103172.2,75981,262143.0
117.2,127222.7,84492,32229.8
117.4,41740.9,31474,8488.2
117.4,98444.6,61558,15406.6
117.5,129334.9,81543,262143.0
117.5,240527.8,138240,81357.9
117.6,143197.9,90103,26318.1
117.6,243168.1,132209,78036.0
117.7,118765.9,75083,26745.8
117.7,137791.7,83809,21412.3
117.8,156366.6,95663,23275.3
117.8,126262.5,86101,212527.4
117.8,153582.8,94267,17512.2
117.9,140752.6,94259,262143.0
118.0,156446.2,90991,25138.4
118.2,202068.4,115970,108111.3
118.3,98624.0,57841,19991.9
118.3,140917.9,80874,31334.9
118.3,138315.8,91669,262143.0
118.6,188761.5,106235,30281.2
118.6,74020.4,51521,262143.0
118.6,176898.5,98271,34921.0
118.6,110492.5,73316,31835.9
118.8,162989.6,93482,33314.5
118.9,118542.8,79198,17045.0
119.0,211316.0,127098,51135.1
119.0,203959.1,99513,25160.0
119.4,68508.2,42029,16429.3
119.5,169010.4,98182,260392.2
119.5,183172.9,103067,83944.8
119.6,154542.2,93106,22069.3
119.7,152437.0,86510,29432.3
119.8,139907.0,92382,206045.2
119.8,41561.5,30858,31208.0
119.8,157114.6,93715,22153.0
119.8,153705.2,99727,24230.4
119.9,173901.8,88416,30653.4
119.9,200125.4,113445,76081.7
119.9,140458.5,89041,31507.9
119.9,144632.3,90228,30425.0
119.9,178427.3,106604,44108.6
120.0,154896.3,93903,21489.3
120.1,170218.6,103705,33875.7
120.1,225890.3,127615,262143.0
120.2,195166.1,115277,31679.9
120.2,133266.9,85944,262143.0
120.2,218367.2,119356,262143.0
120.3,146972.3,89548,23599.6
120.3,109926.2,58516,255614.2
120.4,177912.5,103912,25886.7
120.4,128740.6,83077,20690.3
120.5,168209.3,99071,19320.8
120.5,112902.7,61707,18534.0
120.5,197375.1,114020,35836.6
120.5,128943.4,80853,17045.0
120.6,98153.6,63269,11884.4
120.7,115862.8,67352,24941.0
120.8,47348.3,30155,8734.5
121.0,141868.0,93334,36097.9
121.1,155440.7,95198,28417.1
121.2,200407.0,125414,35245.3
121.2,182991.9,111079,30020.8
121.2,191261.5,122740,262143.0
121.2,171962.7,105233,18411.8
121.2,108888.0,68335,252941.8
121.3,45606.6,30534,15832.4
121.4,133824.6,78964,30114.8
121.4,166732.0,105251,262143.0
121.5,243120.5,143281,79121.7
121.7,157266.7,99470,20100.0
121.7,164429.5,97779,21934.0
121.7,169573.5,97980,262143.0
121.8,177710.5,109738,33334.3
121.8,141544.3,88497,24619.5
121.8,66963.8,46657,244599.3
121.8,51982.3,32441,162714.9
122.0,80486.6,52650,18364.8
122.1,131454.2,81371,18762.4
122.1,193493.0,108109,79584.2
122.2,156913.4,90316,262143.0
122.3,159346.2,95981,32848.3
122.6,195563.9,111670,42259.6
122.7,174408.8,112292,262143.0
122.7,206488.6,123081,28724.5
122.8,148483.9,102503,51525.2
122.8,164303.1,94212,22311.8
122.8,140991.2,86546,18302.7
123.0,160112.2,100724,16447.2
123.0,143828.9,87094,29358.1
123.1,79448.5,51145,28878.7
123.2,146629.9,89920,29924.9
123.2,163049.6,94848,18131.7
123.2,112568.8,64269,16579.7
123.4,157041.3,99621,18191.8
123.4,149168.8,92818,36610.2
123.6,81694.9,56712,16902.1
123.7,66969.2,47198,262143.0
123.7,142945.1,89079,21351.2
123.7,133505.6,84115,20561.6
123.9,135741.1,83028,27896.4
123.9,50939.5,35882,17137.1
123.9,65411.6,36072,30143.9
123.9,155583.5,95281,22942.6
124.0,147056.5,94303,30085.6
124.0,181176.0,110800,27908.6
124.3,146561.2,95692,19785.1
124.3,167561.9,104559,28031.7
124.3,44531.8,34453,11500.0
124.3,177797.9,89816,47025.4
124.4,96496.1,58022,20391.4
124.5,135287.9,84154,29214.3
124.6,124835.9,78966,25565.2
124.6,155477.4,94356,22433.1
124.7,130418.3,78306,35306.4
124.8,187154.0,115618,29489.7
124.8,208080.6,109432,255649.9
124.8,183750.0,110494,30694.8
124.9,187579.1,116414,262143.0
125.0,237106.0,110947,262143.0
125.1,56790.2,39602,17666.4
125.1,138984.3,92456,232759.0
125.1,154778.5,98633,221064.5
125.3,176428.2,104255,26261.7
125.3,79578.7,55432,34134.2
125.3,84634.7,51722,202504.2
125.3,159492.8,93800,41420.2
125.4,124710.3,77926,23751.0
125.5,183006.7,112806,21169.7
125.5,122242.4,81947,27214.9
125.7,142532.5,89180,32113.2
125.8,130979.9,79971,32678.2
125.9,212667.0,115982,262143.0
126.1,144507.5,90896,33999.8
126.2,143562.1,84100,14335.0
126.2,143943.5,92790,17368.4
126.3,193249.7,118325,250936.8
126.3,145991.8,95240,22802.5
126.4,156651.3,99052,38265.5
126.4,157525.7,95955,19457.1
126.5,170734.2,106241,33588.1
126.5,167083.8,103851,19307.6
126.5,212394.0,125998,92747.9
126.5,174227.8,102461,22319.4
126.6,148244.5,87986,35872.3
126.6,158273.7,103965,208627.4
126.6,178172.3,105675,18653.4
126.6,117015.6,58448,31762.6
126.7,159103.6,95019,25818.0
126.7,160370.3,98355,21658.5
126.8,196758.9,118070,80950.0
126.8,149111.0,96026,29185.1
126.9,154099.1,92406,26047.4
126.9,126379.5,81596,45408.6
126.9,72980.7,48818,18763.3
127.0,153683.4,85134,27926.5
127.0,173488.4,86429,33563.6
127.0,241967.7,124064,101862.2
127.0,75982.9,51647,27723.4
127.1,180833.6,108936,26577.6
127.2,169270.1,105996,26898.1
127.2,238101.2,114850,246939.9
127.3,185819.4,106476,261214.7
127.3,158282.3,96343,22390.8
127.4,87317.1,56215,35649.5
127.5,92894.1,50585,33585.3
127.5,218205.0,115567,262143.0
127.5,116719.2,70085,22104.1
127.6,141772.0,88466,24038.6
127.7,107572.9,72117,252735.0
127.7,215802.6,129494,202653.7
127.8,72307.6,46853,262143.0
127.8,190402.7,108753,32108.5
127.9,164886.5,95648,27342.7
128.0,119496.8,70359,262143.0
128.1,77716.9,47066,21669.8
128.1,106846.7,66361,15677.3
128.1,171266.2,97703,255577.5
128.2,207058.0,108869,262143.0
128.3,52318.5,31586,18888.4
128.4,133814.5,84643,18496.4
128.4,148582.2,84771,262143.0
128.5,48231.3,30681,16063.7
128.6,43664.4,30812,18456.0
128.6,152100.8,95000,20046.4
128.6,97638.1,61783,35840.3
128.7,167955.8,99881,43885.8
128.7,135847.1,87251,31318.9
128.7,136528.9,79330,250602.1
128.8,70396.6,38652,9432.9
128.9,181290.7,105150,34765.9
129.0,141597.3,84039,16867.4
129.0,154220.0,97911,25741.9
129.1,66799.2,44239,222865.5
129.1,144907.6,90355,22536.5
129.2,218592.7,118571,103277.8
129.2,173333.2,109492,262143.0
129.3,136997.6,86666,23813.0
129.3,180316.5,110621,28330.7
129.3,157031.9,97970,13812.4
129.5,149543.9,85859,30499.2
129.6,172300.4,96529,186141.6
129.6,234769.8,137767,106319.6
129.8,166573.7,90563,262143.0
129.8,126929.4,67164,41717.2
129.8,115835.5,67180,19286.9
129.9,143498.9,90779,251086.2
129.9,179375.8,102452,25770.1
129.9,182681.5,105852,29132.5
129.9,167497.2,91656,21906.7
130.0,140490.5,80639,29492.5
130.0,150844.2,76677,262143.0
130.1,167118.9,89165,30483.3
130.1,169107.1,99105,27175.4
130.1,126225.1,75811,18880.8
130.4,172687.3,97289,262143.0
130.4,56557.0,31402,16518.6
130.5,61805.6,31477,17379.7
130.5,138276.8,71151,262143.0
130.6,168426.2,94962,29187.0
130.6,167370.0,86562,23298.8
130.7,176166.1,100279,21676.4
130.8,218642.6,114991,107897.9
131.0,131841.1,60193,262143.0
131.0,60504.6,32838,7221.1
131.0,237897.7,128302,147712.5
131.1,177302.6,103660,34790.3
131.1,127739.8,69133,21017.5
131.1,97015.6,57017,26252.3
131.1,165782.0,95940,32734.6
131.2,171706.1,97563,28178.4
131.3,111717.8,67530,262143.0
131.3,137037.4,83718,30496.4
131.3,83125.4,49438,250540.1
131.4,183839.0,108799,227165.1
131.5,69290.5,45223,183930.7
131.5,154750.4,96994,28957.6
131.9,181990.4,102914,21962.2
131.9,164350.7,96668,36300.9
131.9,60666.1,32421,13192.9
132.0,169818.5,97563,15269.4
132.1,154494.6,89423,14193.1
132.1,171988.4,98782,26383.0
132.2,188563.4,106082,22908.7
132.3,154553.9,97001,22056.2
132.3,94561.7,48170,262143.0
132.4,117390.0,53737,177192.8
132.6,180207.3,103763,22722.6
132.7,147288.2,86320,17785.7
132.7,67674.4,37308,262143.0
132.7,127640.8,65977,262143.0
132.8,76394.0,44535,22516.8
132.9,216978.8,130912,39792.1
132.9,208836.4,127325,39512.0
133.0,159545.9,89521,22410.5
133.4,79107.6,33319,18485.1
133.4,175740.2,99011,36933.5
133.5,175729.3,102034,26714.8
133.6,200967.0,115871,37943.1
133.6,141283.0,75707,262143.0
133.6,196662.2,110661,36853.6
133.8,75341.0,40768,14283.3
133.8,187228.9,106096,31461.8
133.8,225311.6,131725,262143.0
133.8,170404.3,96109,33985.7
133.9,190923.7,101837,46202.9
133.9,135599.1,73386,262143.0
134.0,174713.8,93789,24695.7
134.0,130519.0,79898,34011.1
134.0,64173.7,36304,4953.8
134.1,92706.9,57973,18008.5
134.1,83878.1,43296,26036.1
134.2,179361.8,95468,24594.2
134.3,163133.1,94611,21721.5
134.3,178184.0,96026,86252.5
134.3,169749.8,94342,26956.4
134.4,128947.3,70568,262143.0
134.4,131269.3,76828,262143.0
134.5,149777.2,89166,30062.1
134.6,66450.5,41329,9596.5
134.6,91906.6,54531,262143.0
134.8,168078.3,95081,21100.2
134.8,216764.3,136146,92242.2
134.9,234766.7,128899,226536.2
134.9,151048.5,82382,261237.3
135.1,200795.4,118674,35526.4
135.1,150381.7,92627,23765.1
135.2,103474.0,61141,7712.7
135.3,195762.0,111181,30701.3
135.3,183865.5,106818,239242.2
135.5,152767.7,100548,262143.0
135.6,172050.0,89907,262143.0
135.6,135751.2,83621,20517.4
135.7,156665.3,99288,35776.4
135.7,211019.6,125075,82655.1
135.9,188216.3,109809,34406.8
136.0,115127.2,71186,262143.0
136.1,79141.1,44789,21845.6
136.2,154372.1,93849,262143.0
136.3,162691.6,96755,27038.2
136.3,160055.2,90669,24682.5
136.3,162723.6,99959,29438.9
136.4,150996.3,90241,21029.7
136.5,137059.3,86298,251317.5
136.5,196265.2,119501,243912.1
136.6,153498.5,89049,19311.4
136.6,180593.4,106037,262143.0
136.6,69237.5,32684,15544.8
136.7,183521.5,107410,27671.7
136.7,152037.6,82013,41920.2
137.1,218100.5,118640,235125.0
137.1,162789.9,94498,29215.2
137.1,214420.4,128560,130977.7
137.2,116940.7,79294,205724.6
137.2,205848.2,104348,45755.4
137.3,156284.7,85040,29879.8
137.3,118430.5,68445,260531.3
137.4,148533.8,89797,25265.3
137.4,132423.7,86123,239081.5
137.4,197218.3,111341,32676.3
137.6,59145.8,38083,25884.8
137.7,148824.8,80268,34582.6
137.8,174866.6,102602,34081.6
137.8,110127.4,76153,262143.0
137.9,87198.5,52684,25051.9
138.0,153724.7,98457,262143.0
138.0,172160.8,97426,29006.5
138.1,74975.9,43086,204286.4
138.3,115683.4,54942,256841.8
138.3,98413.4,54196,28850.5
138.4,169364.5,99078,22135.1
138.4,146244.5,84896,37699.6
138.5,165174.4,96467,26424.3
138.5,162856.2,90898,20066.2
138.6,217893.0,127200,52127.7
138.6,66140.9,34804,211955.0
138.7,189691.3,97659,31480.6
138.7,129686.7,67893,262143.0
138.7,144819.5,89552,258015.0
138.9,143198.6,85372,28335.4
139.0,235622.4,132531,184503.2
139.1,145232.1,88716,24971.1
139.1,77932.9,41015,262143.0
139.1,178511.6,103036,262143.0
139.3,147238.3,87387,24560.3
139.3,163625.3,95806,29192.6
139.4,192094.5,110418,28212.2
139.5,216893.8,129897,168779.8
139.5,125471.6,85494,40447.3
139.6,43511.5,31742,25020.0
139.7,167341.2,97888,34053.4
139.7,129144.6,79019,28182.1
139.8,101477.2,65385,15743.1
139.8,187480.0,113330,36424.1
139.8,144764.9,91707,23519.7
139.9,171232.6,107389,22760.2
139.9,100753.4,64631,262143.0
140.1,94887.8,60049,262143.0
140.2,185224.3,113341,262143.0
140.5,128367.7,82862,31279.4
140.5,50678.2,31306,28531.8
140.6,147954.3,97291,26390.5
140.6,58397.0,47250,154696.7
140.6,140286.1,90695,18277.4
140.8,141596.5,92531,262143.0
140.8,166260.9,98289,25925.2
140.8,157347.0,99044,20662.1
140.9,126613.5,81999,29540.4
140.9,177141.9,94737,262143.0
141.0,46569.9,30059,10409.6
141.0,124161.2,82436,27035.3
141.0,128373.2,85212,231883.9
141.1,161868.7,100840,24937.3
141.1,139498.3,88810,31993.8
141.2,169665.6,106367,262143.0
141.4,175438.4,105951,262143.0
141.4,127580.7,84761,23552.6
141.4,67379.5,37246,30453.2
141.7,124647.9,80872,258183.2
141.8,220953.7,125768,250643.5
141.8,149301.4,87291,24022.6
141.9,152663.2,97767,217070.4
141.9,184976.2,115751,262143.0
141.9,126696.2,78051,213434.5
142.0,141033.4,79504,27146.3
142.0,141343.0,86001,32353.9
142.1,83720.5,50985,21587.1
142.1,122700.2,84221,25667.6
142.2,145151.0,88062,20789.0
142.2,72179.6,49430,262143.0
142.3,165330.4,104254,28329.7
142.3,96033.6,66271,13762.5
142.4,67032.4,33001,21087.0
142.4,181792.3,107995,29101.5
142.4,130720.2,75274,36790.7
142.6,190560.2,111407,30533.1
142.6,168409.8,101282,235384.5
142.7,137294.0,79963,26538.1
142.7,63200.3,41148,9902.9
143.0,163645.5,103680,33493.1
143.0,101563.8,49394,262143.0
143.0,128201.6,72427,36579.2
143.0,193106.9,101249,201965.6
143.0,166487.9,98729,41645.8
143.2,178539.7,104194,23255.6
143.3,73497.1,35855,14778.7
143.4,86404.5,52535,29211.4
143.4,141485.0,77642,21908.6
143.6,195324.5,114295,26186.5
143.7,100926.5,64283,30388.3
143.7,169643.0,101305,11765.0
143.7,171621.0,101447,25034.1
144.0,112056.4,66358,17293.2
144.0,240056.7,81374,230903.5
144.1,158380.5,93713,238196.9
144.3,162425.6,93332,22826.0
144.3,97642.0,55356,262143.0
144.4,121699.5,63974,18019.8
144.5,52171.1,30615,18385.5
144.5,117546.0,69236,235133.5
144.5,121911.7,73383,37451.5
144.5,150832.5,91606,31270.0
144.5,130973.7,83265,19345.2
144.5,86886.5,44289,235005.6
144.7,190899.5,117382,84577.4
144.7,139356.4,86792,43629.2
144.7,176867.3,105486,25548.3
144.7,106790.6,68750,17845.9
144.9,154748.9,89734,22794.1
144.9,146654.8,88021,15762.9
145.0,132313.0,79897,31459.9
145.1,141809.5,78639,245551.5
145.1,167095.5,99578,252442.6
145.2,117677.0,72968,214947.0
145.5,122452.2,68158,262143.0
145.6,166030.8,103467,24691.9
145.6,116861.9,74626,26289.0
145.6,102303.2,69052,199737.8
145.6,120493.6,78861,33665.2
145.6,140049.0,94700,32422.5
145.7,153077.3,92957,19996.6
145.7,124338.2,75762,25649.8
145.7,155290.2,95765,24065.9
145.8,238416.3,120627,262143.0
145.8,96944.6,63588,12628.9
145.9,183165.0,112811,71445.6
145.9,129439.4,88064,242801.1
145.9,78464.9,33591,35929.6
145.9,153023.5,94704,21546.7
146.1,48492.6,30402,10672.8
146.1,145169.7,89630,262143.0
146.2,166706.3,101616,21793.0
146.2,60502.3,37833,10820.3
146.2,151100.0,95856,22949.2
146.3,140346.2,87435,26337.9
146.3,132153.1,79859,9819.2
146.3,123140.2,72679,15408.5
146.4,127064.3,64435,244060.7
146.5,160665.2,97581,17919.2
146.6,131880.8,79595,30495.5
146.6,174353.4,100530,27164.1
146.7,126458.3,82354,262143.0
146.8,142708.0,84572,26580.4
146.8,138137.2,83538,24548.1
146.9,232287.9,126902,262143.0
146.9,165197.0,105543,31898.9
146.9,167954.3,93966,89582.0
146.9,67214.9,40846,259619.5
147.0,165401.3,95076,28383.3
147.0,167001.1,95971,32951.7
147.1,88102.6,43991,193247.1
147.1,153326.2,92415,249858.6
147.2,186973.8,92224,44838.0
147.2,56120.2,30133,16480.1
147.3,110543.2,61457,19474.0
147.3,140708.1,91873,262143.0
147.3,124348.4,71779,21346.5
147.4,123491.9,79759,227623.8
147.4,165161.1,102654,192638.9
147.4,235377.5,130735,134656.9
147.4,198751.8,112901,232858.7
147.5,181476.4,102347,17887.3
147.5,178710.5,107452,45012.8
147.6,176014.8,95692,29156.0
147.7,93635.9,58210,249515.5
147.8,158917.2,91820,23033.8
148.0,86577.7,43712,35091.1
148.0,174160.0,94620,207881.9
148.0,164003.6,92320,19853.7
148.1,101790.0,53082,34515.9
148.3,232369.8,136699,106182.4
148.3,198356.3,111391,262143.0
148.4,164045.7,90281,29559.2
148.6,208040.8,113554,262143.0
148.7,64208.0,34583,13395.9
148.7,200814.1,110454,23792.3
148.8,130873.1,69035,228535.6
148.9,183748.5,106660,262143.0
149.0,71653.1,37218,181626.8
149.0,132316.9,78815,262143.0
149.1,141870.3,83335,24797.2
149.1,129490.9,81239,221947.2
149.2,233847.9,125148,188385.4
149.4,90700.7,44519,152390.9
149.5,184136.9,102672,20169.6
149.6,103686.2,58000,23421.0
149.7,170425.3,96368,36509.6
149.8,213231.7,123722,262143.0
149.9,158149.7,96282,262143.0
150.0,154387.0,87495,18939.1
150.1,194390.0,107645,25707.1
150.1,155085.8,91621,26517.4
150.2,222395.2,128107,81891.9
150.4,225476.2,120750,262143.0
150.5,145100.3,87346,25771.0
150.6,174031.3,101267,36524.6
150.7,178977.2,96649,42654.4
150.7,182438.1,105723,262143.0
150.8,152992.3,95037,28216.9
150.9,195063.2,110922,35758.5
150.9,162036.4,89470,21673.6
150.9,163389.7,88604,26070.9
151.0,168547.9,98480,28411.5
151.1,169084.5,99492,26717.6
151.2,97705.1,59502,22141.7
151.2,150454.2,82810,262143.0
151.3,135115.5,87707,23561.1
151.4,61553.7,38154,18258.6
151.4,184342.9,109741,24472.0
151.6,39608.4,30017,12420.2
151.7,147944.2,94000,23808.3
151.8,138712.1,90813,262143.0
151.8,143254.8,87361,13217.3
151.8,144843.7,86968,25855.6
151.8,177134.9,108178,20796.6
151.9,82763.5,39554,262143.0
151.9,165190.7,95425,35161.6
151.9,150687.4,95958,30971.1
151.9,112055.6,74621,33450.8
152.0,204669.7,123843,35855.4
152.0,237092.7,126175,262143.0
152.1,161025.5,87190,28720.8
152.1,118786.2,78204,25002.1
152.1,63378.9,41666,19950.6
152.2,89869.3,59502,262143.0
152.2,122432.7,78778,27715.9
152.4,86941.1,61799,259367.6
152.4,75174.1,33282,16276.1
152.5,168016.7,102528,262143.0
152.5,177328.3,98988,22996.2
152.6,133078.9,84533,15040.9
152.6,176834.6,102454,29524.5
152.7,93869.1,58998,10298.6
152.7,48588.5,32323,10591.9
152.7,196269.8,90809,196595.4
152.8,56471.2,31017,16827.9
152.8,151135.1,83406,31741.9
153.1,183117.5,105647,262143.0
153.1,154297.3,94226,20100.0
153.2,167161.0,95241,16479.1
153.2,240004.4,137207,94375.1
153.3,157616.2,88295,30738.9
153.6,137851.7,82943,23667.3
153.9,130405.1,73190,187572.3
153.9,186919.2,103381,25891.4
153.9,169866.8,105742,41684.3
153.9,213204.4,104508,262143.0
153.9,110625.8,64763,21943.4
153.9,155642.8,89749,29722.8
154.1,195786.2,111655,34354.2
154.1,161256.4,97568,24318.7
154.2,185037.0,108251,22675.6
154.2,189916.0,110442,26907.5
154.2,134541.4,82747,22440.6
154.4,187400.5,97300,28000.7
154.4,164488.7,94558,26184.6
154.5,152039.2,90935,18935.4
154.5,122879.6,70951,21489.3
154.6,177787.0,103580,24951.4
154.6,150917.5,89169,19288.8
154.7,116438.4,65163,28089.1
154.7,176241.8,100976,205076.0
154.7,210184.3,106203,262143.0
154.8,153127.3,83160,262143.0
154.9,191648.3,102166,25918.6
155.0,134626.4,75762,33346.5
155.1,176559.2,96236,25793.6
155.1,174152.2,103458,27467.7
155.2,155363.5,96554,22199.0
155.2,151029.8,91248,262143.0
155.5,164575.3,78806,160470.2
155.5,176366.6,101788,262143.0
155.6,68942.6,30924,18918.4
155.6,181175.3,102104,262143.0
155.7,132459.6,79120,25168.5
155.7,120478.8,65766,16301.5
155.8,157271.4,77589,101727.7
155.8,143360.1,79727,18432.5
155.9,152053.2,85424,30544.4
156.1,190369.1,109788,35199.2
156.2,182958.4,108632,33446.1
156.2,89427.8,53219,22360.7
156.3,162554.3,94410,259742.7
156.3,151905.8,84692,25901.7
156.5,160577.0,73325,262143.0
156.6,169468.3,99065,27621.9
156.6,168703.9,98075,22155.8
156.7,151592.2,90775,40387.1
156.7,179473.3,102939,262143.0
156.7,183927.1,104748,19321.7
156.9,169173.4,103874,27407.6
156.9,130200.7,82778,248797.3
157.0,133366.0,86222,24964.5
157.0,83328.2,38408,18539.6
157.1,161285.3,88920,262143.0
157.2,142949.8,94819,23814.0
157.2,233464.9,131915,92076.8
157.3,134534.4,78112,252428.5
